,PDB,total_residues,altloc_residues,proportion_altlocs
5313,4BHL,14,0,0.0
5314,4BHN,17,0,0.0
5315,4BHW,30,0,0.0
5316,4BHY,11,0,0.0
5317,4BI2,15,0,0.0
5318,4BI6,18,0,0.0
5319,4BI7,18,3,0.16666666666666666
5320,4BID,22,0,0.0
5321,4BII,30,4,0.13333333333333333
5322,4BIO,15,0,0.0
5323,4BIS,11,0,0.0
5324,4BIU,16,0,0.0
5325,4BIV,23,0,0.0
5326,4BIW,22,0,0.0
5327,4BIX,17,0,0.0
5328,4BIY,22,0,0.0
5329,4BIZ,24,0,0.0
5330,4BJ9,27,0,0.0
5331,4BJB,12,0,0.0
5332,4BJC,12,0,0.0
5333,4BJH,16,0,0.0
5334,4BJK,19,0,0.0
5335,4BJR,25,0,0.0
5336,4BJU,13,0,0.0
5337,4BJX,14,0,0.0
5338,4BJY,38,0,0.0
5339,4BJZ,38,0,0.0
5340,4BK1,38,0,0.0
5341,4BK2,38,0,0.0
5342,4BK3,38,0,0.0
5343,4BKC,9,3,0.3333333333333333
5344,4BKD,11,3,0.2727272727272727
5345,4BKJ,28,5,0.17857142857142858
5346,4BKP,34,0,0.0
5347,4BKQ,33,0,0.0
5348,4BKR,33,4,0.12121212121212122
5349,4BKU,29,4,0.13793103448275862
5350,4BKY,24,0,0.0
5351,4BKZ,20,0,0.0
5352,4BL0,8,0,0.0
5353,4BL1,26,0,0.0
5354,4BL3,12,0,0.0
5355,4BL5,35,0,0.0
5356,4BLI,11,3,0.2727272727272727
5357,4BLJ,11,0,0.0
5358,4BLO,17,0,0.0
5359,4BLR,11,0,0.0
5360,4BLS,13,0,0.0
5361,4BLT,11,0,0.0
5362,4BLV,28,3,0.10714285714285714
5363,4BM8,16,3,0.1875
5364,4BMK,19,3,0.15789473684210525
5365,4BMM,20,0,0.0
5366,4BMO,30,4,0.13333333333333333
5367,4BMP,28,3,0.10714285714285714
5368,4BMS,35,0,0.0
5369,4BMV,35,0,0.0
5370,4BMX,14,0,0.0
5371,4BMZ,22,0,0.0
5372,4BN1,22,3,0.13636363636363635
5373,4BN2,12,0,0.0
5374,4BN4,27,3,0.1111111111111111
5375,4BN6,10,3,0.3
5376,4BN7,9,0,0.0
5377,4BN8,9,0,0.0
5378,4BN9,9,0,0.0
5379,4BNB,9,0,0.0
5380,4BNF,37,4,0.10810810810810811
5381,4BNG,35,0,0.0
5382,4BNH,37,4,0.10810810810810811
5383,4BNI,36,3,0.08333333333333333
5384,4BNL,37,4,0.10810810810810811
5385,4BNN,37,4,0.10810810810810811
5386,4BNT,9,0,0.0
5387,4BNU,12,0,0.0
5388,4BNV,11,0,0.0
5389,4BNX,12,0,0.0
5390,4BNY,13,0,0.0
5391,4BNZ,11,0,0.0
5392,4BO0,11,0,0.0
5393,4BO1,13,0,0.0
5394,4BO2,11,0,0.0
5395,4BO3,11,0,0.0
5396,4BO4,10,0,0.0
5397,4BO5,11,0,0.0
5398,4BO6,11,0,0.0
5399,4BO7,11,0,0.0
5400,4BO8,11,0,0.0
5401,4BO9,12,0,0.0
5402,4BOE,25,0,0.0
5403,4BOH,3,0,0.0
5404,4BOY,28,0,0.0
5405,4BP1,24,0,0.0
5406,4BP9,8,0,0.0
5407,4BPG,7,0,0.0
5408,4BPH,5,0,0.0
5409,4BPI,6,0,0.0
5410,4BPJ,7,3,0.42857142857142855
5411,4BPK,6,0,0.0
5412,4BPM,8,0,0.0
5413,4BPR,22,0,0.0
5414,4BPS,21,3,0.14285714285714285
5415,4BPV,20,0,0.0
5416,4BQ6,5,0,0.0
5417,4BQ8,5,0,0.0
5418,4BQC,7,0,0.0
5419,4BQE,18,0,0.0
5420,4BQF,7,0,0.0
5421,4BQG,14,0,0.0
5422,4BQH,21,0,0.0
5423,4BQI,17,0,0.0
5424,4BQJ,20,0,0.0
5425,4BQL,21,0,0.0
5426,4BQN,26,5,0.19230769230769232
5427,4BQO,21,6,0.2857142857142857
5428,4BQP,28,0,0.0
5429,4BQR,30,0,0.0
5430,4BQS,19,0,0.0
5431,4BQT,14,0,0.0
5432,4BQU,25,0,0.0
5433,4BQV,23,0,0.0
5434,4BQW,16,0,0.0
5435,4BQX,17,0,0.0
5436,4BQY,17,3,0.17647058823529413
5437,4BQZ,22,0,0.0
5438,4CE0,27,0,0.0
5439,4CE1,16,0,0.0
5440,4CE2,16,0,0.0
5441,4CE3,15,0,0.0
5442,4CE5,29,11,0.3793103448275862
5443,4CE6,19,0,0.0
5444,4CE8,14,0,0.0
5445,4CE9,18,0,0.0
5446,4CEC,18,0,0.0
5447,4CEF,18,11,0.6111111111111112
5448,4CEG,21,0,0.0
5449,4CEL,7,0,0.0
5450,4CEQ,18,0,0.0
5451,4CER,18,19,1.0555555555555556
5452,4CET,20,0,0.0
5453,4CEU,21,0,0.0
5454,4CEW,29,0,0.0
5455,4CEX,21,0,0.0
5456,4CEY,27,0,0.0
5457,4CEZ,18,0,0.0
5458,4CF2,17,20,1.1764705882352942
5459,4CF3,18,0,0.0
5460,4CF4,18,0,0.0
5461,4CF5,19,0,0.0
5462,4CF9,16,12,0.75
5463,4CFA,16,17,1.0625
5464,4CFC,15,17,1.1333333333333333
5465,4CFK,12,0,0.0
5466,4CFL,12,0,0.0
5467,4CFM,20,23,1.15
5468,4CFS,17,0,0.0
5469,4CFT,14,0,0.0
5470,4CFX,18,0,0.0
5471,4CG8,17,0,0.0
5472,4CG9,13,0,0.0
5473,4CGA,16,0,0.0
5474,4CGL,40,11,0.275
5475,4CGM,40,0,0.0
5476,4CGN,40,10,0.25
5477,4CGO,40,10,0.25
5478,4CGP,40,10,0.25
5479,4CGS,14,8,0.5714285714285714
5480,4CGZ,20,0,0.0
5481,4CH3,30,10,0.3333333333333333
5482,4CH4,29,0,0.0
5483,4CH5,29,0,0.0
5484,4CH6,29,0,0.0
5485,4CHI,23,26,1.1304347826086956
5486,4CHX,11,0,0.0
5487,4CHZ,15,33,2.2
5488,4CI1,13,0,0.0
5489,4CI2,13,0,0.0
5490,4CI3,13,0,0.0
5491,4CI4,28,0,0.0
5492,4CI5,24,8,0.3333333333333333
5493,4CI6,27,0,0.0
5494,4CIA,21,13,0.6190476190476191
5495,4CID,26,0,0.0
5496,4CIG,15,0,0.0
5497,4CIK,10,13,1.3
5498,4CIP,8,18,2.25
5499,4CIS,12,0,0.0
5500,4CIT,14,0,0.0
5501,4CIV,16,0,0.0
5502,4CIW,16,0,0.0
5503,4CIX,17,0,0.0
5504,4CIY,19,0,0.0
5505,4CIZ,17,0,0.0
5506,4CJ6,21,0,0.0
5507,4CJ7,23,0,0.0
5508,4CJF,16,0,0.0
5509,4CJL,8,0,0.0
5510,4CJN,13,0,0.0
5511,4CJS,17,0,0.0
5512,4CJT,15,0,0.0
5513,4CJX,31,0,0.0
5514,4CJZ,19,0,0.0
5515,4CK8,24,0,0.0
5516,4CK9,24,0,0.0
5517,4CKA,21,0,0.0
5518,4CKB,24,0,0.0
5519,4CKC,24,0,0.0
5520,4CKE,23,0,0.0
5521,4CKJ,18,36,2.0
5522,4CKL,20,0,0.0
5523,4CKR,27,0,0.0
5524,4CKT,10,0,0.0
5525,4CKU,26,0,0.0
5526,4CKY,15,0,0.0
5527,4CL0,16,0,0.0
5528,4CL6,24,0,0.0
5529,4CL8,34,0,0.0
5530,4CL9,16,0,0.0
5531,4CLB,14,0,0.0
5532,4CLD,33,0,0.0
5533,4CLE,33,19,0.5757575757575758
5534,4CLF,13,0,0.0
5535,4CLH,33,0,0.0
5536,4CLI,19,0,0.0
5537,4CLJ,19,0,0.0
5538,4CLK,27,0,0.0
5539,4CLL,13,0,0.0
5540,4CLM,18,27,1.5
5541,4CLO,33,0,0.0
5542,4CLR,33,0,0.0
5543,4CLS,14,0,0.0
5544,4CLU,13,0,0.0
5545,4CLW,24,10,0.4166666666666667
5546,4CLX,32,9,0.28125
5547,4CLY,13,0,0.0
5548,4CM0,26,0,0.0
5549,4CM1,34,0,0.0
5550,4CM2,13,0,0.0
5551,4CM3,33,0,0.0
5552,4CM4,33,0,0.0
5553,4CM5,32,0,0.0
5554,4CM6,34,0,0.0
5555,4CM7,33,9,0.2727272727272727
5556,4CM8,33,0,0.0
5557,4CM9,33,0,0.0
5558,4CMA,33,0,0.0
5559,4CMB,34,23,0.6764705882352942
5560,4CMC,34,13,0.38235294117647056
5561,4CMD,21,10,0.47619047619047616
5562,4CME,33,10,0.30303030303030304
5563,4CMF,26,31,1.1923076923076923
5564,4CMG,33,0,0.0
5565,4CMI,33,0,0.0
5566,4CMJ,34,0,0.0
5567,4CMK,34,0,0.0
5568,4CML,19,0,0.0
5569,4CMO,19,0,0.0
5570,4CMT,22,0,0.0
5571,4CMU,19,0,0.0
5572,4CNE,22,0,0.0
5573,4CNF,21,0,0.0
5574,4CNO,13,10,0.7692307692307693
5575,4CNP,18,44,2.4444444444444446
5576,4CNQ,19,0,0.0
5577,4CNZ,26,0,0.0
5578,4CO0,15,0,0.0
5579,4CO1,15,10,0.6666666666666666
5580,4CO2,15,0,0.0
5581,4CO3,9,0,0.0
5582,4CO4,21,0,0.0
5583,4COK,31,19,0.6129032258064516
5584,4COL,19,0,0.0
5585,4COQ,12,0,0.0
5586,4COY,5,0,0.0
5587,4CP7,31,13,0.41935483870967744
5588,4CPF,19,31,1.631578947368421
5589,4CPH,20,0,0.0
5590,4CPI,19,0,0.0
5591,4CPR,31,13,0.41935483870967744
5592,4CPS,31,13,0.41935483870967744
5593,4CPT,31,13,0.41935483870967744
5594,4CPU,31,13,0.41935483870967744
5595,4CPW,31,13,0.41935483870967744
5596,4CPX,31,13,0.41935483870967744
5597,4CQ0,14,0,0.0
5598,4CQ6,18,0,0.0
5599,4CQ8,30,11,0.36666666666666664
5600,4CQH,35,18,0.5142857142857142
5601,4CQK,10,0,0.0
5602,4CR6,11,0,0.0
5603,4CR9,16,11,0.6875
5604,4CRE,16,0,0.0
5605,4CRT,49,0,0.0
5606,4CRY,26,24,0.9230769230769231
5607,4CRZ,26,0,0.0
5608,4CS3,17,0,0.0
5609,4CS4,17,10,0.5882352941176471
5610,4CSS,16,0,0.0
5611,4CST,16,14,0.875
5612,4F56,36,8,0.2222222222222222
5613,4F5B,10,0,0.0
5614,4F5D,15,0,0.0
5615,4F5F,27,0,0.0
5616,4F5G,29,0,0.0
5617,4F5H,28,0,0.0
5618,4F5I,28,0,0.0
5619,4F5J,28,9,0.32142857142857145
5620,4F5K,29,0,0.0
5621,4F5L,30,37,1.2333333333333334
5622,4F5M,28,0,0.0
5623,4F5N,18,0,0.0
5624,4F5O,13,0,0.0
5625,4F5P,19,0,0.0
5626,4F5Q,19,0,0.0
5627,4F5Y,12,0,0.0
5628,4F61,34,0,0.0
5629,4F63,16,0,0.0
5630,4F64,20,0,0.0
5631,4F65,24,0,0.0
5632,4F66,18,0,0.0
5633,4F6O,9,10,1.1111111111111112
5634,4F6P,9,10,1.1111111111111112
5635,4F6R,33,0,0.0
5636,4F6S,19,0,0.0
5637,4F6U,25,0,0.0
5638,4F6V,18,0,0.0
5639,4F6W,33,0,0.0
5640,4F6X,24,10,0.4166666666666667
5641,4F70,22,0,0.0
5642,4F79,22,0,0.0
5643,4F7E,42,0,0.0
5644,4F7I,33,10,0.30303030303030304
5645,4F7J,20,0,0.0
5646,4F7L,26,0,0.0
5647,4F7N,24,0,0.0
5648,4F7S,16,0,0.0
5649,4F7V,28,0,0.0
5650,4F7W,20,0,0.0
5651,4F7X,17,27,1.588235294117647
5652,4F84,16,0,0.0
5653,4F86,28,0,0.0
5654,4F8B,16,0,0.0
5655,4F8J,19,9,0.47368421052631576
5656,4F8L,9,0,0.0
5657,4F8M,17,0,0.0
5658,4F8O,8,0,0.0
5659,4F8R,12,0,0.0
5660,4F8U,13,0,0.0
5661,4F8V,11,0,0.0
5662,4F8Y,27,0,0.0
5663,4F8Z,14,0,0.0
5664,4F92,13,0,0.0
5665,4F93,19,0,0.0
5666,4F94,17,0,0.0
5667,4F96,18,0,0.0
5668,4F99,22,0,0.0
5669,4F9A,22,0,0.0
5670,4F9B,17,0,0.0
5671,4F9C,21,0,0.0
5672,4F9G,9,0,0.0
5673,4F9L,4,0,0.0
5674,4F9M,24,0,0.0
5675,4F9Z,17,0,0.0
5676,4FA1,21,0,0.0
5677,4FA2,23,12,0.5217391304347826
5678,4FA3,30,0,0.0
5679,4FA4,21,0,0.0
5680,4FA5,21,16,0.7619047619047619
5681,4FA6,17,0,0.0
5682,4FA9,22,24,1.0909090909090908
5683,4FAD,19,0,0.0
5684,4FAG,12,0,0.0
5685,4FAI,16,0,0.0
5686,4FAK,22,0,0.0
5687,4FAL,31,0,0.0
5688,4FAN,20,0,0.0
5689,4FAP,27,0,0.0
5690,4FAT,12,14,1.1666666666666667
5691,4FAV,20,0,0.0
5692,4FB1,20,0,0.0
5693,4FB4,20,0,0.0
5694,4FBA,11,14,1.2727272727272727
5695,4FBB,10,0,0.0
5696,4FBC,13,0,0.0
5697,4FBG,28,0,0.0
5698,4FBH,12,0,0.0
5699,4FBT,13,0,0.0
5700,4FBU,11,0,0.0
5701,4FBX,17,0,0.0
5702,4FBZ,11,0,0.0
5703,4FC0,26,0,0.0
5704,4FC7,45,24,0.5333333333333333
5705,4FCB,19,0,0.0
5706,4FCD,15,8,0.5333333333333333
5707,4FCE,8,0,0.0
5708,4FCI,12,0,0.0
5709,4FCK,13,0,0.0
5710,4FCO,31,0,0.0
5711,4FCP,14,0,0.0
5712,4FCQ,17,0,0.0
5713,4FCR,18,0,0.0
5714,4FCV,19,0,0.0
5715,4FCW,19,0,0.0
5716,4FD2,19,0,0.0
5717,4FDA,29,0,0.0
5718,4FDC,44,0,0.0
5719,4FDH,14,0,0.0
5720,4FDN,36,0,0.0
5721,4FDO,36,0,0.0
5722,4FDU,16,0,0.0
5723,4FDV,14,0,0.0
5724,4FE2,20,0,0.0
5725,4FE3,20,0,0.0
5726,4FE5,9,0,0.0
5727,4FE6,17,0,0.0
5728,4FEA,7,0,0.0
5729,4FEE,40,19,0.475
5730,4FEH,36,0,0.0
5731,4FEJ,9,0,0.0
5732,4FEL,9,0,0.0
5733,4FEN,9,0,0.0
5734,4FEO,9,0,0.0
5735,4FEP,9,0,0.0
5736,4FEQ,18,0,0.0
5737,4FES,26,0,0.0
5738,4FEU,22,0,0.0
5739,4FEV,18,0,0.0
5740,4FEW,18,0,0.0
5741,4FEX,19,0,0.0
5742,4FEY,25,0,0.0
5743,4FF2,20,10,0.5
5744,4FF3,21,0,0.0
5745,4FF4,11,0,0.0
5746,4FF6,35,0,0.0
5747,4FF8,15,0,0.0
5748,4FFB,32,0,0.0
5749,4FFC,28,0,0.0
5750,4FFG,8,0,0.0
5751,4FFL,21,0,0.0
5752,4FFM,19,0,0.0
5753,4FFN,20,0,0.0
5754,4FFO,19,0,0.0
5755,4FFS,21,0,0.0
5756,4FFW,20,0,0.0
5757,4FG7,21,0,0.0
5758,4FG8,22,0,0.0
5759,4FG9,23,0,0.0
5760,4FGC,16,0,0.0
5761,4FGG,34,0,0.0
5762,4FGH,34,0,0.0
5763,4FGL,29,0,0.0
5764,4FGR,19,0,0.0
5765,4FGX,16,0,0.0
5766,4FGY,29,0,0.0
5767,4FH2,14,0,0.0
5768,4FH6,9,21,2.3333333333333335
5769,4FH7,9,21,2.3333333333333335
5770,4FHA,19,9,0.47368421052631576
5771,4FI6,12,32,2.6666666666666665
5772,4FI7,13,31,2.3846153846153846
5773,4FI8,12,25,2.0833333333333335
5774,4FIH,11,0,0.0
5775,4FIK,10,0,0.0
5776,4FIV,18,9,0.5
5777,4FIZ,18,0,0.0
5778,4FJ7,19,0,0.0
5779,4FJ9,17,0,0.0
5780,4FJJ,14,0,0.0
5781,4FJL,18,0,0.0
5782,4FJN,15,0,0.0
5783,4FJR,12,0,0.0
5784,4FJU,34,0,0.0
5785,4HX2,10,0,0.0
5786,4HX5,34,0,0.0
5787,4HXF,16,0,0.0
5788,4HXK,12,0,0.0
5789,4HXL,15,0,0.0
5790,4HXM,14,0,0.0
5791,4HXN,11,0,0.0
5792,4HXO,12,0,0.0
5793,4HXP,9,0,0.0
5794,4HXR,14,0,0.0
5795,4HXS,13,0,0.0
5796,4HXV,20,0,0.0
5797,4HXW,18,0,0.0
5798,4HXX,16,0,0.0
5799,4HXY,35,0,0.0
5800,4HXZ,17,0,0.0
5801,4HY1,17,0,0.0
5802,4HY2,6,0,0.0
5803,4HY4,13,0,0.0
5804,4HY5,13,0,0.0
5805,4HY6,13,0,0.0
5806,4HY8,17,150,8.823529411764707
5807,4HYB,14,0,0.0
5808,4HYF,22,0,0.0
5809,4HYH,21,0,0.0
5810,4HYI,19,0,0.0
5811,4HYM,16,0,0.0
5812,4HYP,19,0,0.0
5813,4HYS,15,0,0.0
5814,4HYU,20,0,0.0
5815,4HYV,19,0,0.0
5816,4HYW,20,0,0.0
5817,4HYX,20,0,0.0
5818,4HZ0,12,0,0.0
5819,4HZ2,19,13,0.6842105263157895
5820,4HZ5,20,0,0.0
5821,4HZD,14,0,0.0
5822,4HZE,18,9,0.5
5823,4HZO,16,0,0.0
5824,4HZP,17,0,0.0
5825,4HZT,20,0,0.0
5826,4I03,21,11,0.5238095238095238
5827,4I06,18,9,0.5
5828,4I09,22,0,0.0
5829,4I0D,24,0,0.0
5830,4I0E,20,0,0.0
5831,4I0F,19,0,0.0
5832,4I0G,20,0,0.0
5833,4I0H,31,0,0.0
5834,4I0I,25,0,0.0
5835,4I0J,29,0,0.0
5836,4I0R,18,0,0.0
5837,4I0S,22,0,0.0
5838,4I0T,19,0,0.0
5839,4I0Z,20,0,0.0
5840,4I10,20,0,0.0
5841,4I11,15,0,0.0
5842,4I12,24,0,0.0
5843,4I13,20,8,0.4
5844,4I1C,23,0,0.0
5845,4I1G,2,0,0.0
5846,4I1I,30,11,0.36666666666666664
5847,4I1N,22,8,0.36363636363636365
5848,4I1O,27,0,0.0
5849,4I1P,19,0,0.0
5850,4I1R,19,0,0.0
5851,4I1V,17,0,0.0
5852,4I1W,35,0,0.0
5853,4I22,20,0,0.0
5854,4I23,19,0,0.0
5855,4I24,22,0,0.0
5856,4I27,17,0,0.0
5857,4I29,14,0,0.0
5858,4I2A,11,0,0.0
5859,4I2B,22,0,0.0
5860,4I2C,21,12,0.5714285714285714
5861,4I2D,22,0,0.0
5862,4I2E,20,0,0.0
5863,4I2H,20,0,0.0
5864,4I2I,20,0,0.0
5865,4I2J,20,0,0.0
5866,4I2P,20,0,0.0
5867,4I2Q,21,0,0.0
5868,4I2R,34,0,0.0
5869,4I2U,14,0,0.0
5870,4I2X,6,0,0.0
5871,4I2Y,26,0,0.0
5872,4I30,7,0,0.0
5873,4I31,25,13,0.52
5874,4I33,25,0,0.0
5875,4I38,15,0,0.0
5876,4I39,17,150,8.823529411764707
5877,4I3A,17,150,8.823529411764707
5878,4I3C,35,0,0.0
5879,4I3D,32,0,0.0
5880,4I3I,15,0,0.0
5881,4I3J,17,0,0.0
5882,4I3K,25,0,0.0
5883,4I3L,25,0,0.0
5884,4I3P,11,0,0.0
5885,4I3V,19,0,0.0
5886,4I3W,19,0,0.0
5887,4I3X,35,0,0.0
5888,4I3Z,19,0,0.0
5889,4I42,30,0,0.0
5890,4I49,32,0,0.0
5891,4I4B,36,10,0.2777777777777778
5892,4I4E,20,28,1.4
5893,4I4F,24,0,0.0
5894,4I4G,25,0,0.0
5895,4I4H,27,0,0.0
5896,4I4I,17,0,0.0
5897,4I4L,19,0,0.0
5898,4I4T,23,0,0.0
5899,4I4Z,31,0,0.0
5900,4I50,19,0,0.0
5901,4I51,19,0,0.0
5902,4I52,28,0,0.0
5903,4I55,34,0,0.0
5904,4I56,31,10,0.3225806451612903
5905,4I58,46,0,0.0
5906,4I59,47,0,0.0
5907,4I5E,36,0,0.0
5908,4I5H,31,0,0.0
5909,4I5I,33,0,0.0
5910,4I5L,17,0,0.0
5911,4I5M,20,0,0.0
5912,4I5N,18,0,0.0
5913,4I5P,16,0,0.0
5914,4I5V,30,0,0.0
5915,4I5X,31,0,0.0
5916,4I67,6,0,0.0
5917,4I6A,31,0,0.0
5918,4I6B,15,0,0.0
5919,4I6F,19,0,0.0
5920,4I6G,27,0,0.0
5921,4I6H,19,0,0.0
5922,4I6Q,18,0,0.0
5923,4I71,20,10,0.5
5924,4I72,19,0,0.0
5925,4I73,17,0,0.0
5926,4I74,20,18,0.9
5927,4I7C,12,8,0.6666666666666666
5928,4I7D,14,0,0.0
5929,4I7E,17,0,0.0
5930,4I7F,27,0,0.0
5931,4I7J,14,0,0.0
5932,4I7K,14,0,0.0
5933,4I7L,14,0,0.0
5934,4I7M,26,9,0.34615384615384615
5935,4I7N,14,0,0.0
5936,4I7O,14,0,0.0
5937,4I7P,14,0,0.0
5938,4I7Q,14,0,0.0
5939,4I7R,14,0,0.0
5940,4I7S,26,0,0.0
5941,4I7T,15,0,0.0
5942,4I7V,19,14,0.7368421052631579
5943,4I7W,19,14,0.7368421052631579
5944,4I80,6,0,0.0
5945,4I85,10,0,0.0
5946,4I87,9,8,0.8888888888888888
5947,4I89,10,8,0.8
5948,4I8A,24,0,0.0
5949,4I8G,16,23,1.4375
5950,4I8H,18,38,2.111111111111111
5951,4I8J,17,23,1.3529411764705883
5952,4I8K,17,32,1.8823529411764706
5953,4I8L,17,23,1.3529411764705883
5954,4I8N,16,0,0.0
5955,4I8P,38,0,0.0
5956,4I8Q,35,0,0.0
5957,4I8W,17,0,0.0
5958,4I8X,12,0,0.0
5959,4I8Z,17,0,0.0
5960,4I91,12,0,0.0
5961,4I94,20,8,0.4
5962,4I97,14,0,0.0
5963,4I9A,22,0,0.0
5964,4I9B,23,0,0.0
5965,4I9H,32,0,0.0
5966,4I9I,24,0,0.0
5967,4I9L,16,0,0.0
5968,4I9N,18,0,0.0
5969,4I9O,10,0,0.0
5970,4I9R,19,0,0.0
5971,4I9S,15,0,0.0
5972,4I9U,14,0,0.0
5973,4I9Z,18,0,0.0
5974,4IA0,18,0,0.0
5975,4IA1,32,0,0.0
5976,4IA2,33,0,0.0
5977,4IA3,32,0,0.0
5978,4IA6,13,10,0.7692307692307693
5979,4IA7,32,0,0.0
5980,4IA9,21,8,0.38095238095238093
5981,4IAA,18,0,0.0
5982,4IAC,27,0,0.0
5983,4IAD,24,0,0.0
5984,4IAE,34,0,0.0
5985,4IAF,24,0,0.0
5986,4IAG,10,0,0.0
5987,4IAH,34,0,0.0
5988,4IAI,25,0,0.0
5989,4IAK,23,9,0.391304347826087
5990,4IAL,17,0,0.0
5991,4IAN,8,0,0.0
5992,4IAO,29,0,0.0
5993,4IAQ,25,0,0.0
5994,4IAR,24,0,0.0
5995,4IAV,18,0,0.0
5996,4IAW,20,0,0.0
5997,4IAX,22,0,0.0
5998,4IAY,23,0,0.0
5999,4IAZ,23,0,0.0
6000,4IB0,25,0,0.0
6001,4IB1,25,0,0.0
6002,4IBB,15,0,0.0
6003,4IBC,16,0,0.0
6004,4IBD,14,13,0.9285714285714286
6005,4IBE,15,0,0.0
6006,4IBG,18,0,0.0
6007,4IBI,17,10,0.5882352941176471
6008,4IBJ,19,31,1.631578947368421
6009,4IBK,17,0,0.0
6010,4IBM,22,10,0.45454545454545453
6011,4IBP,18,0,0.0
6012,4ICI,22,10,0.45454545454545453
6013,4ICL,21,0,0.0
6014,4ICT,15,10,0.6666666666666666
6015,4ID0,22,10,0.45454545454545453
6016,4ID1,9,0,0.0
6017,4ID5,21,0,0.0
6018,4IDB,34,9,0.2647058823529412
6019,4IDC,34,11,0.3235294117647059
6020,4IDD,34,9,0.2647058823529412
6021,4IDE,34,9,0.2647058823529412
6022,4IDF,34,0,0.0
6023,4KP0,21,0,0.0
6024,4KP4,27,0,0.0
6025,4KP5,19,0,0.0
6026,4KP6,17,0,0.0
6027,4KP7,29,0,0.0
6028,4KP8,18,9,0.5
6029,4KPA,28,0,0.0
6030,4KPD,18,0,0.0
6031,4KPE,11,13,1.1818181818181819
6032,4KPI,25,0,0.0
6033,4KPJ,15,0,0.0
6034,4KPL,18,0,0.0
6035,4KPQ,3,0,0.0
6036,4KPS,14,0,0.0
6037,4KPV,6,0,0.0
6038,4KPX,21,0,0.0
6039,4KPY,20,0,0.0
6040,4KPZ,17,11,0.6470588235294118
6041,4KQ5,16,0,0.0
6042,4KQ6,19,0,0.0
6043,4KQ8,16,0,0.0
6044,4KQB,21,0,0.0
6045,4KQF,8,0,0.0
6046,4KQG,8,11,1.375
6047,4KQI,21,0,0.0
6048,4KQJ,27,0,0.0
6049,4KQL,28,0,0.0
6050,4KQO,25,0,0.0
6051,4KQQ,24,0,0.0
6052,4KQR,23,0,0.0
6053,4KQS,17,0,0.0
6054,4KQU,26,0,0.0
6055,4KQV,19,10,0.5263157894736842
6056,4KQY,16,0,0.0
6057,4KQZ,6,0,0.0
6058,4KR2,11,0,0.0
6059,4KR3,14,0,0.0
6060,4KR4,16,0,0.0
6061,4KR7,21,0,0.0
6062,4KR8,19,0,0.0
6063,4KRA,14,0,0.0
6064,4KRC,25,0,0.0
6065,4KRG,21,0,0.0
6066,4KRH,28,0,0.0
6067,4KRI,16,0,0.0
6068,4KRU,19,0,0.0
6069,4KRV,20,0,0.0
6070,4KRY,19,0,0.0
6071,4KS0,18,0,0.0
6072,4KS1,19,0,0.0
6073,4KS2,20,0,0.0
6074,4KS3,26,0,0.0
6075,4KS4,20,0,0.0
6076,4KS5,20,0,0.0
6077,4KS6,18,0,0.0
6078,4KS7,23,10,0.43478260869565216
6079,4KS8,18,0,0.0
6080,4KSG,19,0,0.0
6081,4KSH,19,0,0.0
6082,4KSJ,10,0,0.0
6083,4KSP,26,0,0.0
6084,4KSQ,27,0,0.0
6085,4KSY,15,20,1.3333333333333333
6086,4KT8,21,0,0.0
6087,4KTA,17,0,0.0
6088,4KTC,31,0,0.0
6089,4KTF,14,0,0.0
6090,4KTJ,11,0,0.0
6091,4KTL,17,0,0.0
6092,4KTN,16,0,0.0
6093,4KTO,31,0,0.0
6094,4KTV,19,0,0.0
6095,4KTY,11,0,0.0
6096,4KU0,19,17,0.8947368421052632
6097,4KU2,38,9,0.23684210526315788
6098,4KU3,39,0,0.0
6099,4KU7,18,0,0.0
6100,4KUB,25,41,1.64
6101,4KUF,13,8,0.6153846153846154
6102,4KUG,27,0,0.0
6103,4KUH,27,0,0.0
6104,4KUM,45,0,0.0
6105,4KUO,23,9,0.391304347826087
6106,4KUV,19,11,0.5789473684210527
6107,4KUW,18,0,0.0
6108,4KUY,18,0,0.0
6109,4KV0,17,0,0.0
6110,4KV6,17,11,0.6470588235294118
6111,4KV9,23,0,0.0
6112,4KVA,24,0,0.0
6113,4KVG,31,0,0.0
6114,4KVM,29,0,0.0
6115,4KVO,28,0,0.0
6116,4KVU,8,0,0.0
6117,4KVV,8,0,0.0
6118,4KVX,30,0,0.0
6119,4KVY,16,0,0.0
6120,4KVZ,24,0,0.0
6121,4KW4,26,0,0.0
6122,4KW5,36,0,0.0
6123,4KW6,7,0,0.0
6124,4KW8,26,0,0.0
6125,4KW9,25,0,0.0
6126,4KWA,10,0,0.0
6127,4KWC,25,0,0.0
6128,4KWE,27,0,0.0
6129,4KWF,18,0,0.0
6130,4KWG,15,0,0.0
6131,4KWH,34,19,0.5588235294117647
6132,4KWI,32,8,0.25
6133,4KWN,5,0,0.0
6134,4KWO,23,0,0.0
6135,4KWP,15,10,0.6666666666666666
6136,4KWW,14,0,0.0
6137,4KX4,15,0,0.0
6138,4KX5,20,0,0.0
6139,4KX6,45,0,0.0
6140,4KXF,23,0,0.0
6141,4KXI,10,0,0.0
6142,4KXJ,14,0,0.0
6143,4KXL,24,10,0.4166666666666667
6144,4KXM,24,0,0.0
6145,4KXN,27,11,0.4074074074074074
